id	Chemical_role	Chemical_role_ITA	Reg_no	Product	Company	Issue_date	Authorisation_expiry_date	Revocation_date	Authorization_status	Authorization_status_en	Revocation_reason	Revocation_decision_date	Formulation_code	Formulation_description	Formulation_use	Hazard_mention	Hazard_code	Active_ingredient	CHEBI_confidence	CHEBI_term_label	CHEBI_term	Active_ingredient_content	CH 2	CHT 2	AI 2	CH 3	CHT 3	AI 3	CH 4	CHT 4	AI 4	CH 5	CHT5	AI 5	IP	PFnPO	PFnPE
PESTON:0112807	herbicide product	DISERBANTE	12807	ZARGON SC	CORTEVA AGRISCIENCE ITALIA S.R.L.	2005-09-27	2024-12-31	2021-02-24	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	OXYFLUORFEN	Good	Oxyfluorfen	CHEBI:82029	41															
PESTON:0112808	herbicide product	DISERBANTE	12808	GLOBAL SC	CORTEVA AGRISCIENCE ITALIA S.R.L.	2005-09-27	2024-12-31	2021-02-24	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	OXYFLUORFEN	Good	Oxyfluorfen	CHEBI:82029	480															SI
PESTON:0112809	herbicide product	DISERBANTE	12809	FULCRUM	BAYER CROPSCIENCE S.R.L.	2006-01-23	2021-12-31	2014-03-26	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|harmful	N|Xn	TERBUTHYLAZINE|ISOXAFLUTOLE	Good	isoxaflutole	CHEBI:141213	34.4			3.4												
PESTON:0112810	pesticide product		12810	LIZAR 80 DF	ADAMA AGAN LTD	2005-12-06	2008-12-31	2009-03-30	Revocato	revoked			WG	water dispersible granules	W			PROPANIL	Good	propanil	CHEBI:34936	80															
PESTON:0112811	fungicide product	FUNGICIDA	12811	MERTECT	SYNGENTA ITALIA S.P.A.	2006-01-09	2032-03-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|irritant	N|Xi	THIABENDAZOLE	Good	thiabendazole	CHEBI:45979	42.9															
PESTON:0112813	fungicide product	FUNGICIDA	12813	MIRADOR XTRA	ADAMA ITALIA S.R.L.	2007-03-30	2024-12-31	2021-06-17	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|harmful	N|Xn	AZOXYSTROBIN|CYPROCONAZOLE	Medium|Medium	azoxystrobin	CHEBI:40909	18.2	cyproconazole	CHEBI:81758	7.3												
PESTON:0112824	herbicide product	DISERBANTE	12824	MERLIN EXPERT	BAYER CROPSCIENCE S.R.L.	2006-10-04	2035-07-31	2019-11-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	ISOXAFLUTOLE	Good	isoxaflutole	CHEBI:141213	4.3															
PESTON:0112827	fungicide product	FUNGICIDA	12827	PREMIER ZR	GOWAN ITALIA S.R.L.	2007-10-18	2019-01-31	2018-09-06	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|irritant	N|Xi	COPPER OXYCHLORIDE|ZOXAMIDE	Medium|Medium	copper atom	CHEBI:28694	25	zoxamide	CHEBI:82048	5.9												
PESTON:0112828	plant growth regulator product	FITOREGOLATORE	12828	SITOFEX	ALZCHEM TROSTBERG GMBH	2006-10-02	2034-05-31		Autorizzato	authorised			EC	emulsifiable concentrate	W	highly flammable|irritant	F|Xi	FORCHLORFENURON	Good	Forchlorfenuron	CHEBI:81861	0.9															
PESTON:0112829	pheromone product	FEROMONE	12829	CHECKMATE PTB	SUTERRA EUROPE BIOCONTROL S.L.	2007-03-30	2022-08-31		Ri-registrato	re-registered						dangerous for environment|irritant	N|Xi	(E)-5-DECEN-1-YL-ACETATE|(E)-5-DECEN-1-OL	Medium|Medium	Mexicanin E	CHEBI:6914	8.3	(E)-azobenzene	CHEBI:58996	1.7												
PESTON:0112830	pheromone product	FEROMONE	12830	CHECKMATE SF-XL	SUTERRA EUROPE BIOCONTROL S.L.	2007-03-30	2022-08-31		Ri-registrato	re-registered						dangerous for environment|irritant	N|Xi	(Z)-8-DODECEN-1-YL ACETATE|(E)-8-DODECEN-1-YL ACETATE|(E)-5-DECEN-1-YL-ACETATE|(E)-5-DECEN-1-OL|(Z)-8-DODECEN-1-OL	Medium|Medium|Medium|Medium|Good	(Z)-Tamarindienal	CHEBI:178341	11.9	(Z)-4-Hexenal	CHEBI:173333	0.8	(E)-azobenzene	CHEBI:58996	8.3	Mexicanin E	CHEBI:6914	0.1	Forchlorfenuron	CHEBI:81861	0.1			
PESTON:0112831	fungicide product	FUNGICIDA	12831	INSIGNIA	BASF ITALIA S.P.A.	2009-04-24	2022-01-31		Autorizzato	authorised			WG	water dispersible granules	W	dangerous for environment	N	PYRACLOSTROBIN	Good	pyraclostrobin	CHEBI:78780	20															
PESTON:0112832	fungicide product	FUNGICIDA	12832	OPERA	BASF ITALIA S.P.A.	2009-02-24	2021-01-31	2020-05-07	Revocato	revoked			SE	suspo-emulsion	W	dangerous for environment|harmful	N|Xn	PYRACLOSTROBIN|EPOXICONAZOLE	Medium|Medium	pyraclostrobin	CHEBI:78780	12.5	epoxiconazole	CHEBI:4811	4.7												
PESTON:0112833	pheromone product	FEROMONE	12833	ISOMATE C/OFM	CBC (EUROPE) S.R.L.	2007-03-14	2022-08-31		Ri-registrato	re-registered						dangerous for environment|irritant	N|Xi	(Z)-8-DODECEN-1-YL ACETATE|(E)-8-DODECEN-1-YL ACETATE|DODECAN-1-OL|TETRADECAN-1-OL|(E,E)-8,10-DODECADIEN-1-OL (CODLEMONE)|(Z)-8-DODECEN-1-OL	Medium	(Z)-4-Hexenal	CHEBI:173333	29.8 m			1.9 m			20.0 m			4.0 m			134.0 m			
PESTON:0112834	pheromone product	FEROMONE	12834	ISONET L PLUS	CBC (EUROPE) S.R.L.	2008-05-14	2022-08-31		Ri-registrato	re-registered						dangerous for environment|irritant	N|Xi	(Z)-9-DODECEN-1-YL ACETATE|(E,Z)-7,9-DODECADIEN-1-YL ACETATE	Medium|Medium	3Z-Octenyl acetate	CHEBI:180239	15.0 m	13Z-Octadecenyl acetate	CHEBI:180268	165.0 m												
PESTON:0112835	pheromone product	FEROMONE	12835	ISONET LE	CBC (EUROPE) S.R.L.	2007-03-14	2022-08-31		Ri-registrato	re-registered			VP	vapour releasing product	F	dangerous for environment|irritant	N|Xi	(Z)-9-DODECEN-1-YL ACETATE|(E,Z)-7,9-DODECADIEN-1-YL ACETATE	Medium|Medium	3Z-Octenyl acetate	CHEBI:180239	190.0 m	13Z-Octadecenyl acetate	CHEBI:180268	190.0 m												
PESTON:0112836	pheromone product	FEROMONE	12836	ISONET Z	CBC (EUROPE) S.R.L.	2007-03-14	2022-08-31		Ri-registrato	re-registered			VP	vapour releasing product	F	irritant	Xi	(E,Z)-2,13-OCTADECADIEN-1-YL ACETATE|(E,Z)-3,13-OCTADECADIENYL ACETATE	Medium|Medium	Santalyl acetate	CHEBI:168512	68.0 m	Phytyl acetate	CHEBI:180024	2.0 m												
PESTON:0112837	fungicide product	FUNGICIDA	12837	ARIUS SYSTEM PLUS	CORTEVA AGRISCIENCE ITALIA S.R.L.	2013-02-05	2021-05-31	2019-04-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|irritant	N|Xi	MYCLOBUTANIL|QUINOXYFEN	Medium|Medium	myclobutanil	CHEBI:75281	3.8 %	quinoxyfen	CHEBI:82040	4.0 %												
PESTON:0112838	pheromone product	FEROMONE	12838	ECODIAN ANARSIA	ISAGRO S.P.A.	2009-03-09	2022-08-31		Ri-registrato	re-registered			VP	vapour releasing product	F			(E)-5-DECEN-1-YL-ACETATE|(E)-5-DECEN-1-OL	Medium|Medium	Mexicanin E	CHEBI:6914	8.8 m	(E)-azobenzene	CHEBI:58996	1.7 m												
PESTON:0112839	pheromone product	FEROMONE	12839	ECODIAN STAR	ISAGRO S.P.A.	2006-11-28	2022-08-31		Ri-registrato	re-registered			VP	vapour releasing product	F			(Z)-8-DODECEN-1-YL ACETATE|(E)-8-DODECEN-1-YL ACETATE|(E,E)-8,10-DODECADIEN-1-OL (CODLEMONE)|(Z)-8-DODECEN-1-OL	Medium|Medium|Medium|Medium	(Z)-Tamarindienal	CHEBI:178341	0.7 %	(Z)-4-Hexenal	CHEBI:173333	0.0 %	(E)-azobenzene	CHEBI:58996	1.0 %	Mexicanin E	CHEBI:6914	0.0 %						
PESTON:0112840	herbicide product	DISERBANTE	12840	SUCCESSOR 600	CHEMINOVA DEUTSCHLAND GMBH & CO. KG	2008-08-07	2034-11-30		Autorizzato	authorised			EC	emulsifiable concentrate	W	dangerous for environment|harmful	N|Xn	PETHOXAMID	Good	pethoxamide	CHEBI:83523	56.6															
PESTON:0112841	herbicide product	DISERBANTE	12841	SUCCESSOR T	CHEMINOVA DEUTSCHLAND GMBH & CO. KG	2008-07-10	2024-12-31	2019-07-17	Revocato	revoked			SE	suspo-emulsion	W	dangerous for environment|harmful	N|Xn	TERBUTHYLAZINE|PETHOXAMID	Did not map|Good	terbuthylazine		23.4	pethoxamide	CHEBI:83523	28												
PESTON:0112842	pesticide product		12842	MENNO FLORADES	MENNO CHEMIE-VERTRIEBSGES GMBH	2021-06-30	2033-08-31		Autorizzato con procedura zonale	authorised - Regulation (EC) No 1107/2009								BENZOIC ACID	Good	benzoic acid	CHEBI:30746	90															
PESTON:0112843	pheromone product	FEROMONE	12843	CHECKMATE CM-F	SUTERRA EUROPE BIOCONTROL S.L.	2007-03-30	2022-08-31		Ri-registrato	re-registered			CS	capsule suspension	W	dangerous for environment|irritant	N|Xi	(E,E)-8,10-DODECADIEN-1-OL (CODLEMONE)	Medium	Mexicanin E	CHEBI:6914	14.3															
PESTON:0112844	pheromone product	FEROMONE	12844	CHECKMATE OFM-F	SUTERRA EUROPE BIOCONTROL S.L.	2007-03-30	2023-08-31		Ri-registrato	re-registered			CS	capsule suspension	W			(Z)-8-DODECEN-1-YL ACETATE|(E)-8-DODECEN-1-YL ACETATE|(Z)-8-DODECEN-1-OL	Medium|Medium|Medium	3Z-Octenyl acetate	CHEBI:180239	21.9	13Z-Octadecenyl acetate	CHEBI:180268	1.5	(E,E,E)-Sylvatine	CHEBI:175891	0.3									
PESTON:0112845	herbicide product	DISERBANTE	12845	AXIAL	SYNGENTA ITALIA S.P.A.	2007-05-23		2015-06-01	Autorizzato provvisoriamente	temporarily authorised			EC	emulsifiable concentrate	W	dangerous for environment|irritant	N|Xi	CLOQUINTOCET MEXYL|PINOXADEN	Medium|Medium	(S)-cloquintocet-mexyl	CHEBI:143154	2.4	cloquintocet-mexyl	CHEBI:143152	9.7												
PESTON:0112846	insecticide product	INSETTICIDA	12846	CRUISER 600 FS SB	SYNGENTA ITALIA S.P.A.	2007-10-18	2019-04-30	2018-07-11	Revocato	revoked			FS	flowable concentrate for seed treatment	S	dangerous for environment	N	THIAMETHOXAM	Good	thiamethoxam	CHEBI:39185	47.6															
PESTON:0112847	insecticide product	INSETTICIDA	12847	EAGLE	SBM DEVELOPPEMENT S.A.S.	2005-09-19	2021-10-31		Ri-registrato	re-registered			EO	emulsion, water in oil	W	dangerous for environment	N	CYPERMETHRIN	Good	cypermethrin	CHEBI:4042	9.8															SI
PESTON:0112848	fungicide product	FUNGICIDA	12848	R6 ERRESEI SB-R42 WG	UPL EUROPE LTD	2005-11-30	2025-12-31	2021-02-01	Revocato	revoked			WG	water dispersible granules	W			MANCOZEB|COPPER SULFATE	Medium|Medium	copper(II) sulfate pentahydrate	CHEBI:31440	30	copper(II) sulfate	CHEBI:23414	12												
PESTON:0112849	fungicide product	FUNGICIDA	12849	BENPROP PRO	ADAMA MAKHTESHIM LTD	2006-02-01	2021-12-31	2019-02-01	Revocato	revoked			EC	emulsifiable concentrate	W	irritant|dangerous for environment	Xi|N	PROCHLORAZ|PROPICONAZOLE	Medium|Medium	prochloraz	CHEBI:8434	34.8	propiconazole	CHEBI:8489	7.8												
PESTON:0112850	fungicide product	FUNGICIDA	12850	PRADO	ADAMA MAKHTESHIM LTD	2005-11-09	2023-12-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W	dangerous for environment	N	PROCHLORAZ	Good	prochloraz	CHEBI:8434	35.6															
PESTON:0112852	fungicide product	FUNGICIDA	12852	FELIX	ADAMA MAKHTESHIM LTD	2005-11-18	2019-01-31	2019-02-01	Revocato	revoked			EC	emulsifiable concentrate	W	dangerous for environment	N	PROPICONAZOLE	Good	propiconazole	CHEBI:8489	23.1															
PESTON:0112853	herbicide product	DISERBANTE	12853	SONG	ADAMA DEUTSCHLAND GMBH	2006-01-23		2015-06-01	Revocato	revoked			GR	granule (generic, but defined size range)	D	dangerous for environment	N	METRIBUZIN	Good	metribuzin	CHEBI:34846	35															
PESTON:0112854	pesticide product		12854	GRIFON SC	ISAGRO S.P.A.	2005-11-09	2015-11-09	2009-12-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	20															
PESTON:0112855	fungicide product	FUNGICIDA	12855	CRIORAM WG	ISAGRO S.P.A.	2005-12-27	2025-12-31		Ri-registrato	re-registered			WG	water dispersible granules	W	dangerous for environment	N	COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	38															
PESTON:0112856	fungicide product	FUNGICIDA	12856	CUPRORAM 25 FLOW	ISAGRO S.P.A.	2005-11-18	2025-12-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	25															
PESTON:0112857	plant growth regulator product	FITOREGOLATORE	12857	PROREX	GLOBACHEM NV	2005-11-09	2024-05-31		Ri-registrato	re-registered			SL	soluble concentrate	W	irritant	Xi	GIBBERELLINS (A4+A7)|6-BENZYLADENINE	Medium|Medium	gibberellin A7	CHEBI:32903	1.8	N-benzyladenine	CHEBI:29022	1.8												
PESTON:0112858	insecticide product	INSETTICIDA	12858	PRODIGY	CORTEVA AGRISCIENCE ITALIA S.R.L.	2006-01-03	2027-03-31		Autorizzato	authorised			SC	suspension concentrate (= flowable concentrate)	W			METHOXYFENOZIDE	Good	methoxyfenozide	CHEBI:38449	22.5															
PESTON:0112859	acaricide product	ACARICIDA	12859	BORNEO	SUMITOMO CHEMICAL AGRO EUROPE S.A.S.	2005-10-20	2029-01-31		Autorizzato	authorised		2021-04-01	SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment	N	ETOXAZOLE	Good	etoxazole	CHEBI:39329	10.7															SI
PESTON:0112860	acaricide product	ACARICIDA	12860	MILBEKNOCK	BELCHIM CROP PROTECTION NV/SA	2007-05-23	2022-07-31		Autorizzato	authorised			EC	emulsifiable concentrate	W	dangerous for environment|harmful	N|Xn	MILBEMECTIN	Good	milbemectin	CHEBI:39225	1															
PESTON:0112861	insecticide product	INSETTICIDA	12861	RIMON 10 EC	ADAMA MAKHTESHIM LTD	2005-12-05	2011-06-12		Scaduto	expired			EC	emulsifiable concentrate	W	irritant	Xi	NOVALURON	Good	novaluron	CHEBI:39385	9															
PESTON:0112862	fungicide product	FUNGICIDA	12862	CANTUS	BASF ITALIA S.P.A.	2006-07-11	2022-07-31		Autorizzato provvisoriamente	temporarily authorised			WG	water dispersible granules	W	dangerous for environment	N	BOSCALID (FORMERLY NICOBIFEN)	Medium	Mercapturic conjugation of Boscalid	CHEBI:143796	50															
PESTON:0112863	acaricide product	ACARICIDA	12863	FLORAMITE 240 SC	UPL HOLDINGS CO…PERATIEF U.A.	2006-01-10	2022-07-31		Autorizzato	authorised		2022-07-07	SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|irritant	N|Xi	BIFENAZATE	Good	bifenazate	CHEBI:38660	22.7															
PESTON:0112864	insecticide product	INSETTICIDA	12864	PONCHO	BAYER CROPSCIENCE S.R.L.	2006-08-07	2012-06-30	2013-07-01	Revocato	revoked			ES	emulsion for seed treatment	S	dangerous for environment|harmful	N|Xn	CLOTHIANIDIN	Good	clothianidin	CHEBI:39178	47.6															
PESTON:0112865	insecticide product	INSETTICIDA	12865	DANTOP 50 WG	SUMITOMO CHEMICAL AGRO EUROPE S.A.S.	2006-09-28	2019-01-31	2018-07-11	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	CLOTHIANIDIN	Good	clothianidin	CHEBI:39178	50															
PESTON:0112866	fungicide product	FUNGICIDA	12866	COLLIS	BASF ITALIA S.P.A.	2006-09-28	2024-12-31		Ri-registrato (Air 1 Fase 1)	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|harmful	N|Xn	KRESOXIM-METHYL|BOSCALID (FORMERLY NICOBIFEN)	Medium|Medium	boscalid	CHEBI:81822	9.1	kresoxim-methyl	CHEBI:2962	18.2												
PESTON:0112867	plant growth regulator product	FITOREGOLATORE	12867	SMARTFRESH	AGROFRESH HOLDING FRANCE SAS	2006-09-08	2035-07-31		Autorizzato	authorised			VP	vapour releasing product	F			1-METHYLCYCLOPROPENE	Good	1-methylcyclopropene	CHEBI:132592	3.3															
PESTON:0112868	fungicide product	FUNGICIDA	12868	BELLIS	BASF ITALIA S.P.A.	2006-07-13	2022-07-31		Autorizzato provvisoriamente	temporarily authorised			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	PYRACLOSTROBIN|BOSCALID (FORMERLY NICOBIFEN)	Medium|Medium	boscalid	CHEBI:81822	12.8	pyraclostrobin	CHEBI:78780	25.2												
PESTON:0112869	fungicide product	FUNGICIDA	12869	SIGNUM	BASF ITALIA S.P.A.	2006-07-13	2022-07-07		Autorizzato provvisoriamente	temporarily authorised			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	PYRACLOSTROBIN|BOSCALID (FORMERLY NICOBIFEN)	Medium|Medium	boscalid	CHEBI:81822	6.7	pyraclostrobin	CHEBI:78780	26.7												
PESTON:0112870	fungicide product	FUNGICIDA	12870	FANTIC M BLU	ISAGRO S.P.A.	2006-09-28	2021-01-31	2021-02-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|harmful	N|Xn	MANCOZEB|BENALAXYL-M	Medium|Medium	mancozeb	CHEBI:52492	65	benalaxyl-M	CHEBI:82779	4												
PESTON:0112873	fungicide product	FUNGICIDA	12873	FANTIC F WG	ISAGRO S.P.A.	2007-03-26	2024-04-30		Ri-registrato	re-registered			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	FOLPET|BENALAXYL-M	Medium|Medium	benalaxyl	CHEBI:3009	48	benalaxyl-M	CHEBI:82779	3.8												
PESTON:0112874	insecticide product	INSETTICIDA	12874	PONCHO BETA	BAYER CROPSCIENCE S.R.L.	2007-05-23	2019-01-31	2018-07-11	Revocato	revoked			ES	emulsion for seed treatment	S	dangerous for environment|harmful	N|Xn	BETA-CYFLUTHRIN  |CLOTHIANIDIN	Medium|Medium	beta-cyfluthrin	CHEBI:39314	4.5	clothianidin	CHEBI:39178	33.3												
PESTON:0112876	pheromone product	FEROMONE	12876	ECODIAN CIDIA FUNEBRANA	ISAGRO S.P.A.	2006-11-28	2019-08-31	2013-09-01	Revocato	revoked			VP	vapour releasing product	F			(Z)-8-DODECEN-1-YL ACETATE	Medium	3Z-Octenyl acetate	CHEBI:180239	0.8															
PESTON:0112878	fungicide product	FUNGICIDA	12878	FOLPAN GOLD	ADAMA ITALIA S.R.L.	2006-01-03	2036-05-31		Ri-registrato	re-registered			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	FOLPET|METALAXYL-M	Medium|Medium	folpet	CHEBI:82019	40	metalaxyl-M	CHEBI:60607	4.9												
PESTON:0112879	fungicide product	FUNGICIDA	12879	UNIVERSALIS	SYNGENTA ITALIA S.P.A.	2006-01-03	2024-12-31		Ri-registrato (Air 1 Fase 1)	re-registered			SC	suspension concentrate (= flowable concentrate)	W	dangerous for environment|harmful	N|Xn	FOLPET|AZOXYSTROBIN	Medium|Medium	folpet	CHEBI:82019	39.1	azoxystrobin	CHEBI:40909	7.3												
PESTON:0112880	herbicide product	DISERBANTE	12880	ATLANTIS WG	BAYER CROPSCIENCE S.R.L.	2005-10-11	2018-01-31	2017-07-17	Revocato	revoked			WG	water dispersible granules	W			MEFENPYR DIETHYL|MESOSULFURON-METHYL|IODOSULFURON METHYL SODIUM	Medium|Medium|Medium	mefenpyr	CHEBI:133767	9	mefenpyr-diethyl	CHEBI:133786	3	azoxystrobin	CHEBI:40909	0.6									
PESTON:0112881	herbicide product	DISERBANTE	12881	HUSSAR MAXX	BAYER CROPSCIENCE S.R.L.	2006-10-04	2018-01-31	2017-07-17	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|irritant	N|Xi	MEFENPYR DIETHYL|MESOSULFURON-METHYL|IODOSULFURON METHYL SODIUM	Medium|Medium|Medium	mefenpyr	CHEBI:133767	9	mefenpyr-diethyl	CHEBI:133786	3	azoxystrobin	CHEBI:40909	3									
PESTON:0112882	pesticide product		12882	ATLANTIS	BAYER CROPSCIENCE S.R.L.	2005-10-11	2017-01-31	2014-03-27	Revocato	revoked			OD	oil dispersion	W			MEFENPYR DIETHYL|MESOSULFURON-METHYL	Medium|Medium	mefenpyr-diethyl	CHEBI:133786	9	mefenpyr	CHEBI:133767	3												
PESTON:0112883	fungicide product	FUNGICIDA	12883	PROSPER 300 CS	BAYER CROPSCIENCE S.R.L.	2005-10-11	2023-12-31		Ri-registrato (Air 1 Fase 1)	re-registered			CS	capsule suspension	W			SPIROXAMINE	Good	spiroxamine	CHEBI:9242	30.6															
PESTON:0112884	fungicide product	FUNGICIDA	12884	BATAM	BAYER CROPSCIENCE S.R.L.	2005-10-11	2023-12-31		Ri-registrato (Air 1 Fase 1)	re-registered			EC	emulsifiable concentrate	W	dangerous for environment|harmful	N|Xn	SPIROXAMINE	Good	spiroxamine	CHEBI:9242	50															
PESTON:0112885	herbicide product	DISERBANTE	12885	KELION 50 WG	NICHINO EUROPE CO LTD	2008-02-20	2015-04-30	2017-07-12	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment	N	ORTHOSULFAMURON	Good	orthosulfamuron	CHEBI:141068	50															
PESTON:0112886	fungicide product	FUNGICIDA	12886	KARATHANE STAR	CORTEVA AGRISCIENCE ITALIA S.R.L.	2007-04-12	2025-03-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W	dangerous for environment|harmful	N|Xn	MEPTYLDINOCAP	Good	meptyldinocap	CHEBI:83372	35.7															
PESTON:0112887	insecticide product	INSETTICIDA	12887	WORMOX	INTRACHEM BIO ITALIA S.P.A.	2006-12-11	2019-04-30	2012-05-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	irritant	Xi	BACILLUS THURINGIENSIS SUBSP. KURSTAKI STRAIN EG 2348	Medium	A. baumannii strain 54149 exopolysaccharide	CHEBI:141599	4.5															
PESTON:0112888	insecticide product	INSETTICIDA	12888	LEPINOX PLUS	CBC (EUROPE) S.R.L.	2007-01-17	2022-04-30		Ri-registrato	re-registered			WP	wettable powder	W			BACILLUS THURINGIENSIS SUBSP. KURSTAKI STRAIN EG 2348	Medium	A. baumannii strain 54149 exopolysaccharide	CHEBI:141599	37.5															
PESTON:0112889	acaricide product	ACARICIDA	12889	AVOGADRO	PROPLAN PLANT PROTECTION COMPANY S.L.	2005-09-02	2024-05-31		Ri-registrato	re-registered			SC	suspension concentrate (= flowable concentrate)	W			HEXYTHIAZOX	Good	hexythiazox	CHEBI:39326	24															SI
PESTON:0112890	fungicide product	FUNGICIDA	12890	REDHAVEN	NUFARM ITALIA S.R.L.	2005-09-02	2011-12-31	2011-12-01	Revocato	revoked			SL	soluble concentrate	W	dangerous for environment|irritant	N|Xi	BUPIRIMATE	Good	bupirimate	CHEBI:81952	25.6															
PESTON:0112891	insecticide product	INSETTICIDA	12891	DOMINATOR	NUFARM ITALIA S.R.L.	2005-09-02	2010-12-31	2010-01-01	Revocato	revoked			WP	wettable powder	W			CYROMAZINE	Good	cyromazine	CHEBI:30260	78.1															
PESTON:0112892	fungicide product	FUNGICIDA	12892	AKENATON	ROCCA FRUTTA S.R.L.	2005-09-02	2011-12-31	2011-12-01	Revocato	revoked			WG	water dispersible granules	W	harmful	Xn	CYPROCONAZOLE	High	cyproconazole	CHEBI:81758	10															
PESTON:0112893	herbicide product	DISERBANTE	12893	MING 75 WG	ROCCA FRUTTA S.R.L.	2005-09-02	2010-09-02	2006-03-01	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment	N	TRIBENURON|RIMSULFURON (AKA RENRIDURON)	Medium|Medium	tribenuron	CHEBI:83571	75	rimsulfuron	CHEBI:8866	25												
PESTON:0112894	fungicide product	FUNGICIDA	12894	ALFASPRAY	ADAMA ITALIA S.R.L.	2006-01-09	2017-01-31	2015-04-30	Revocato	revoked			AE	aerosol dispenser	U	extremely flammable	F+	PROPICONAZOLE	Good	propiconazole	CHEBI:8489	0														SI	
PESTON:0112898	fungicide product	FUNGICIDA	12898	POLVERE CAFFARO NEW	ISAGRO S.P.A.	2009-07-31	2016-11-30	2012-06-01	Revocato	revoked			WP	wettable powder	W	dangerous for environment|irritant	N|Xi	CALCIUM COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	16															
PESTON:0112899	fungicide product	FUNGICIDA	12899	SIMEX PRONTO USO	ZAPI INDUSTRIE CHIMICHE S.P.A.	2005-11-09	2011-04-11	2010-01-01	Revocato	revoked			AL	any other liquid	M	irritant	Xi	PENCONAZOLE	Good	penconazole	CHEBI:81970	0.2														SI	
PESTON:0112900	herbicide product	DISERBANTE	12900	MELTUS	NUFARM S.A.S.	2009-01-23	2023-03-31		Autorizzato	authorised			SL	soluble concentrate	W	dangerous for environment	N	METSULFURON-METHYL	Good	metsulfuron methyl	CHEBI:39678	20															
PESTON:0112901	fungicide product	FUNGICIDA	12901	FARO	SIPCAM ITALIA S.P.A.	2005-12-06	2020-10-31	2021-01-27	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W	harmful	Xn	THIOPHANATE-METHYL	Good	thiophanate-methyl	CHEBI:35014	41.7															
PESTON:0112902	pesticide product		12902	RAMAL FLOW	ISAGRO S.P.A.	2005-11-09	2015-11-09	2009-12-01	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	20															
PESTON:0112903	fungicide product	FUNGICIDA	12903	DOLESE WG	ISAGRO S.P.A.	2005-12-06	2025-12-31		Ri-registrato	re-registered			WG	water dispersible granules	W	dangerous for environment|irritant	N|Xi	COPPER SULFATE	Good	copper(II) sulfate	CHEBI:23414	20															
PESTON:0112904	plant growth regulator product	FITOREGOLATORE	12904	BRAITEX	GLOBACHEM NV	2005-12-06	2024-05-31		Autorizzato	authorised			AL	any other liquid	M			6-BENZYLADENINE	High	N-benzyladenine	CHEBI:29022	9.4															
PESTON:0112905	plant growth regulator product	FITOREGOLATORE	12905	ALBENA	AIFAR S.P.A.	2008-08-05	2013-08-05	2009-07-26	Revocato	revoked			DP	dispersible powder	D	irritant	Xi	1-NAPHTHYLACETIC ACID (1-NAA)|1-NAPHTHYLACETAMIDE (1-NAD)|BETA NOA	Medium|Medium|Medium	beta-bitter acid(1-)	CHEBI:134348	0.5	octanoyl-beta-D-glucuronide	CHEBI:71003	1.5	NAD(1-)	CHEBI:57540	1.8									
PESTON:0112906	insecticide product	INSETTICIDA	12906	ROCSTAR CS	ROCCA FRUTTA S.R.L.	2005-12-06	2015-12-06	2007-11-25	Revocato	revoked			CS	capsule suspension	W	dangerous for environment	N	FENITROTHION	Good	fenitrothion	CHEBI:34757	37.5															
